SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3
100492,0,Cash loans,M,N,Y,0,60000.0,1131000.0,52730.0,986400.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12338,-6734,-10736,-236,0.8869,0.2697,0.0542
100493,0,Cash loans,F,N,Y,0,86000.0,363500.0,20290.0,336700.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-23325,-1824,-5332,-2185,0.21,0.6267,0.7468
100494,0,Cash loans,M,N,N,0,47000.0,149500.0,7870.0,141600.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-20665,-5770,-6258,-4725,0.3524,0.3063,0.437
100495,0,Cash loans,M,Y,Y,0,37000.0,1086500.0,47680.0,1007800.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-11081,-4790,-4547,-617,0.3201,0.3354,0.3639
100496,0,Cash loans,F,N,N,0,753000.0,613500.0,35160.0,603300.0,"Spouse, partner",Commercial associate,Higher education,Single / not married,House / apartment,-9258,-2555,-6915,-1571,0.2318,0.8491,0.4301
100497,0,Cash loans,F,N,N,0,185000.0,1159500.0,62060.0,1157700.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-24980,-1041,-3719,-5735,0.9436,0.5546,0.4036
100498,0,Cash loans,F,N,Y,0,142000.0,693000.0,31120.0,601100.0,Unaccompanied,State servant,Incomplete higher,Married,House / apartment,-13641,-7192,-11865,-2437,0.374,0.1067,0.7212
100499,1,Revolving loans,F,N,Y,0,243000.0,548500.0,28440.0,476900.0,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,-16524,-5395,-9743,-4455,0.8941,0.3022,0.8823
100500,1,Cash loans,F,Y,Y,0,300000.0,701500.0,52930.0,610000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-12382,-7788,-1682,-581,0.377,0.0815,0.472
100501,0,Cash loans,F,N,Y,0,272000.0,1134000.0,59060.0,1079800.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-14601,-3161,-384,-2254,0.2018,0.5328,0.7928
100502,0,Cash loans,F,N,Y,0,28000.0,1357500.0,93070.0,1229800.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,-21575,-9576,-4708,-5852,0.1221,0.1729,0.698
100503,0,Cash loans,F,N,Y,1,56000.0,117500.0,7580.0,112800.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-22675,-8687,-3036,-600,0.8142,0.8157,0.3208
100504,0,Revolving loans,F,N,N,0,185000.0,807500.0,46100.0,735500.0,Unaccompanied,Pensioner,Higher education,Married,With parents,-9707,-3863,-10458,-978,0.0402,0.5527,0.5621
100505,0,Cash loans,F,N,Y,1,96000.0,93000.0,4610.0,87800.0,Unaccompanied,Working,Incomplete higher,Civil marriage,House / apartment,-24619,-7794,-7023,-6093,0.9165,0.0658,0.6368
100506,0,Cash loans,F,Y,N,0,632000.0,726500.0,39780.0,701400.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-20545,-9382,-4652,-514,0.4031,0.2928,0.0321
100507,0,Cash loans,M,Y,Y,0,189000.0,1333000.0,84890.0,1242700.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-18459,-2988,-4445,-6065,0.2425,0.5894,0.3822
100508,0,Cash loans,F,Y,Y,0,495000.0,571000.0,30850.0,531600.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,-12715,-4543,-389,-809,0.5904,0.3254,0.9431
100509,1,Cash loans,F,Y,N,1,59000.0,1401500.0,68110.0,1209800.0,Unaccompanied,Working,Higher education,Married,House / apartment,-9545,-4106,-2918,-6093,0.1349,0.4924,0.609
100510,0,Cash loans,M,Y,Y,0,324000.0,962500.0,42980.0,877400.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-13872,-1186,-2113,-2485,0.0778,0.8648,0.3242
100511,0,Cash loans,F,N,Y,0,83000.0,1404000.0,105570.0,1308300.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11250,-6599,-1142,-1446,0.7881,0.339,0.245
100512,0,Cash loans,F,Y,Y,0,709000.0,1146500.0,66050.0,1054000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-17306,-1404,-745,-468,0.4092,0.3257,0.2069
100513,1,Cash loans,F,Y,N,0,51000.0,195500.0,12710.0,192600.0,Children,State servant,Secondary / secondary special,Married,Municipal apartment,-14785,-6610,-6151,-629,0.4972,0.7806,0.3875
100514,0,Cash loans,F,Y,Y,0,134000.0,381500.0,22740.0,376200.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24980,-1114,-1730,-3382,0.1761,0.3096,0.1917
100515,0,Cash loans,F,N,Y,0,261000.0,618500.0,46330.0,602000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-8947,-8512,-4385,-6538,0.0677,0.0833,0.1371
100516,0,Revolving loans,F,N,Y,0,110000.0,292500.0,18100.0,265100.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22345,-5948,-4123,-113,0.3557,0.1801,0.3522
100517,0,Cash loans,F,Y,N,0,120000.0,765000.0,45310.0,732600.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-16656,-9418,-3230,-1225,0.4858,0.9019,0.5806
100518,0,Cash loans,M,Y,N,0,669000.0,731000.0,56280.0,664700.0,Family,Pensioner,Incomplete higher,Widow,House / apartment,-15392,-8764,-11408,-6606,0.7295,0.8873,0.1476
100519,1,Cash loans,F,Y,Y,1,108000.0,1436500.0,98810.0,1271100.0,"Spouse, partner",Working,Higher education,Separated,House / apartment,-10544,-5220,-2514,-6685,0.481,0.2213,0.0517
100520,0,Cash loans,F,N,N,1,164000.0,676000.0,30060.0,609400.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,-11325,-515,-1769,-5483,0.7456,0.5303,0.0426
100521,0,Cash loans,M,N,Y,0,33000.0,1188000.0,55960.0,1022400.0,Unaccompanied,Working,Higher education,Married,House / apartment,-19192,-1968,-8299,-4342,0.1185,0.1391,0.2613
100522,0,Cash loans,F,N,Y,0,302000.0,1415500.0,101190.0,1273600.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-15994,-4212,-2486,-1616,0.0701,0.6442,0.1887
100523,1,Cash loans,M,Y,Y,1,182000.0,1321000.0,97010.0,1214100.0,Unaccompanied,Working,Higher education,Married,House / apartment,-21177,-1633,-4298,-3317,0.1593,0.1842,0.5169
100524,0,Cash loans,F,N,Y,0,103000.0,348500.0,21540.0,346200.0,Unaccompanied,Working,Higher education,Married,House / apartment,-16302,-8022,-8968,-6416,0.7357,0.0568,0.4384
100525,0,Cash loans,M,N,Y,0,27000.0,766500.0,47660.0,687600.0,Family,Commercial associate,Higher education,Married,House / apartment,-8085,-1562,-7992,-4640,0.7238,0.7854,0.3153
100526,0,Cash loans,F,Y,Y,1,159000.0,551000.0,35970.0,542900.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-7527,-7798,-6444,-5733,0.1429,0.3159,0.7935
100527,0,Cash loans,M,N,Y,0,27000.0,627000.0,36090.0,554500.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Separated,House / apartment,-12247,-1965,-6021,-5396,0.0391,0.112,0.4847
100528,0,Revolving loans,M,Y,N,0,25000.0,570000.0,38310.0,500800.0,Children,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14777,-4109,-10125,-2670,0.6542,0.7939,0.096
100529,0,Cash loans,F,N,Y,1,169000.0,1247500.0,55310.0,1157500.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,-24511,-8073,-6046,-5618,0.814,0.7267,0.288
100530,0,Revolving loans,F,Y,Y,0,56000.0,703000.0,55150.0,668500.0,Unaccompanied,Pensioner,Incomplete higher,Married,House / apartment,-24062,-7810,-8629,-4813,0.7189,0.6527,0.9249
100531,0,Cash loans,F,N,N,1,57000.0,807000.0,56490.0,691300.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-21194,-8763,-9226,-4873,0.2006,0.8666,0.9284
100532,1,Cash loans,F,Y,Y,1,184000.0,1474500.0,96210.0,1302200.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-17517,-3277,-836,-3068,0.5587,0.4699,0.2494
100533,1,Cash loans,F,Y,Y,2,33000.0,132500.0,6980.0,121700.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,Rented apartment,-22020,-2965,-4702,-2537,0.7219,0.1304,0.1672
100534,0,Cash loans,F,N,N,0,81000.0,755000.0,35060.0,679200.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13556,-3297,-641,-6358,0.2505,0.0677,0.4759
100535,0,Cash loans,F,N,Y,0,49000.0,1171500.0,66040.0,1121000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-18856,-2561,-3174,-3174,0.5061,0.3093,0.4626
100536,1,Cash loans,F,N,Y,0,155000.0,265000.0,17610.0,245600.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-18868,-7882,-1808,-2637,0.3056,0.0916,0.3955
100537,0,Cash loans,F,Y,Y,0,188000.0,935000.0,61100.0,817200.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-15782,-3681,-7653,-2222,0.222,0.5134,0.5076
100538,0,Cash loans,F,Y,N,0,217000.0,393500.0,21760.0,387300.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14988,-8792,-6253,-51,0.9214,0.0236,0.2283
100539,0,Cash loans,F,N,Y,0,69000.0,1307000.0,84340.0,1168400.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-7359,-8094,-3875,-2344,0.8678,0.4271,0.118
100540,0,Cash loans,F,N,N,0,39000.0,521000.0,37800.0,500000.0,Unaccompanied,Working,Higher education,Married,House / apartment,-12731,-220,-8834,-6107,0.4289,0.1778,0.5462
100541,1,Cash loans,F,N,Y,0,37000.0,524000.0,21510.0,506700.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21724,-1875,-8894,-2222,0.1386,0.3562,0.8866
100542,0,Cash loans,F,Y,Y,0,108000.0,915500.0,53120.0,910400.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,-10639,-706,-2848,-5064,0.6942,0.6445,0.1395
100543,0,Cash loans,F,Y,N,1,462000.0,312000.0,21950.0,288500.0,"Spouse, partner",Working,Secondary / secondary special,Separated,Municipal apartment,-10954,-8229,-11109,-6486,0.2504,0.3399,0.6725
100544,0,Cash loans,F,N,Y,1,62000.0,459500.0,28420.0,433000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-20487,-7475,-3612,-5830,0.1684,0.3309,0.4216
100545,0,Cash loans,F,N,Y,2,70000.0,651000.0,43000.0,586100.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-12848,-919,-7062,-4695,0.3686,0.9413,0.2863
100546,0,Cash loans,M,N,Y,0,41000.0,559500.0,33940.0,532500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,-23885,-883,-9914,-4266,0.5081,0.6857,0.8119
100547,0,Cash loans,F,N,N,2,165000.0,808500.0,64420.0,743400.0,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,-14387,-1946,-9040,-3108,0.1016,0.493,0.4391
100548,0,Cash loans,F,N,Y,1,196000.0,917500.0,38700.0,840100.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-20634,-7660,-2554,-1658,0.5474,0.5546,0.5583
100549,0,Cash loans,M,N,Y,0,179000.0,869500.0,51860.0,850600.0,Family,Commercial associate,Higher education,Civil marriage,House / apartment,-15962,-491,-6320,-5183,0.0244,0.593,0.4265
100550,0,Cash loans,M,N,Y,0,321000.0,997000.0,43530.0,855000.0,Family,Working,Secondary / secondary special,Married,House / apartment,-15243,-7980,-1462,-3557,0.8484,0.0331,0.0864
100551,0,Cash loans,M,N,N,0,125000.0,493000.0,22870.0,484300.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-10656,-1232,-5962,-4550,0.8755,0.0854,0.5692
100552,0,Cash loans,F,N,Y,0,47000.0,229000.0,12670.0,223900.0,Unaccompanied,Working,Higher education,Married,House / apartment,-17848,-4545,-6811,-4822,0.6991,0.6202,0.4037
100553,0,Cash loans,F,N,Y,0,76000.0,1152000.0,53250.0,1066700.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-11273,-5418,-11974,-5528,0.4486,0.3526,0.0916
100554,0,Revolving loans,M,N,Y,0,188000.0,1283000.0,100780.0,1184900.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-20320,-5662,-510,-886,0.2496,0.0621,0.5701
100555,0,Cash loans,F,Y,Y,1,167000.0,419000.0,32630.0,378900.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-18075,-4539,-2156,-3053,0.7095,0.2897,0.0193
100556,0,Revolving loans,F,Y,Y,0,139000.0,637500.0,34070.0,636900.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-11771,-776,-2919,-2802,0.8859,0.1325,0.206
100557,0,Cash loans,M,N,Y,0,197000.0,770500.0,50540.0,667800.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-10423,-6351,-5191,-2197,0.159,0.8713,0.7442
100558,0,Cash loans,M,N,Y,1,177000.0,821000.0,50370.0,770500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18633,-694,-6632,-5621,0.4479,0.2007,0.0457
100559,0,Cash loans,M,Y,N,0,345000.0,1004500.0,72950.0,956500.0,Unaccompanied,Working,Higher education,Married,House / apartment,-13303,-3424,-8924,-4010,0.3063,0.1451,0.6179
100560,0,Cash loans,M,Y,N,2,157000.0,105500.0,6870.0,104500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-11090,-6268,-11142,-635,0.3453,0.5986,0.9027
100561,0,Cash loans,M,N,Y,0,251000.0,1094500.0,43790.0,1058400.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-13821,-6526,-1237,-3014,0.3914,0.5006,0.1709
100562,0,Cash loans,F,N,N,2,68000.0,135000.0,9520.0,127800.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-10410,-7830,-1480,-6853,0.9047,0.5514,0.4021
100563,0,Cash loans,M,N,Y,0,195000.0,726500.0,50760.0,630300.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-8901,-3034,-10657,-5667,0.2531,0.4198,0.551
100564,0,Cash loans,F,N,N,0,374000.0,1249500.0,75460.0,1132100.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19088,-5133,-2010,-3885,0.4731,0.4491,0.4334
100565,0,Cash loans,F,N,Y,0,98000.0,701500.0,53400.0,610900.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-20012,-6863,-6897,-6421,0.9044,0.7421,0.5932
100566,0,Cash loans,M,N,Y,1,252000.0,262000.0,20000.0,257300.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,Rented apartment,-21047,-6186,-5629,-2082,0.4575,0.2167,0.3899
100567,0,Cash loans,F,Y,N,1,219000.0,1478000.0,90090.0,1422500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-23304,-4433,-4757,-174,0.8218,0.3827,0.1496
100568,0,Cash loans,F,N,N,0,34000.0,1339000.0,86120.0,1290300.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,-15813,-939,-7490,-1056,0.0652,0.9104,0.0937
100569,0,Cash loans,F,N,Y,2,156000.0,1167500.0,93240.0,1106600.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,-17789,-2610,-2735,-1748,0.9058,0.1886,0.7098
100570,0,Revolving loans,M,N,Y,0,46000.0,643500.0,33430.0,595900.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-23863,-4787,-4199,-2762,0.1863,0.2861,0.2343
100571,0,Cash loans,F,N,Y,0,538000.0,312500.0,16560.0,272700.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-20591,-2987,-7286,-3468,0.9311,0.1901,0.8066
100572,0,Revolving loans,M,N,Y,1,275000.0,1415000.0,66950.0,1272700.0,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,-23337,-3143,-10951,-2301,0.175,0.0293,0.7084
100573,0,Cash loans,F,N,Y,0,42000.0,819500.0,62150.0,713400.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22985,-1731,-6200,-567,0.4277,0.2636,0.0565
100574,0,Cash loans,M,Y,Y,0,44000.0,1285000.0,89670.0,1232000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-16229,-1505,-577,-4418,0.3001,0.0537,0.1991
100575,0,Cash loans,M,N,N,2,160000.0,542500.0,23990.0,474200.0,"Spouse, partner",Working,Secondary / secondary special,Widow,House / apartment,-11019,-7732,-8079,-6156,0.4172,0.1554,0.2845
100576,1,Cash loans,F,Y,Y,2,88000.0,533000.0,42250.0,509200.0,Unaccompanied,Working,Higher education,Married,House / apartment,-23738,-6215,-11688,-6193,0.2455,0.3509,0.5688
100577,0,Revolving loans,F,Y,Y,2,30000.0,1479000.0,102400.0,1410700.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-18417,-6595,-818,-1783,0.9174,0.0295,0.7712
100578,1,Cash loans,F,N,Y,2,142000.0,804500.0,59550.0,739300.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-19134,-2589,-7188,-6759,0.2974,0.7178,0.0667
100579,0,Cash loans,M,N,Y,0,99000.0,249500.0,10460.0,217100.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-11155,-4590,-4174,-2143,0.6241,0.7579,0.2446
100580,0,Cash loans,F,N,Y,1,41000.0,364500.0,21940.0,327000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-20669,-105,-1889,-4438,0.1392,0.3967,0.3636
100581,0,Cash loans,M,Y,Y,0,268000.0,746000.0,50690.0,669900.0,Family,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10051,-2681,-558,-6999,0.7849,0.9356,0.1824
100582,1,Cash loans,F,Y,N,3,395000.0,107000.0,6600.0,102200.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-8024,-8511,-2933,-2240,0.52,0.6483,0.5226
100583,0,Cash loans,M,Y,N,0,237000.0,718000.0,47870.0,622600.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,-16745,-8303,-9811,-2558,0.9307,0.7091,0.4593
100584,0,Cash loans,M,N,Y,0,284000.0,654500.0,47590.0,637700.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,-16669,-2942,-6831,-1474,0.408,0.1908,0.3075
100585,0,Cash loans,M,Y,Y,0,62000.0,1179000.0,64810.0,1136700.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16788,-5604,-5949,-5244,0.1937,0.7972,0.4959
100586,0,Cash loans,M,N,Y,0,71000.0,561500.0,41520.0,493000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,-15349,-6947,-7643,-4102,0.3353,0.8983,0.3445
100587,0,Cash loans,F,N,N,0,60000.0,1474500.0,68590.0,1412400.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-20657,-8749,-69,-329,0.7027,0.2321,0.3326
100588,0,Cash loans,F,N,N,1,242000.0,308000.0,15660.0,292700.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-23533,-8458,-1189,-4178,0.6296,0.6553,0.2595
100589,0,Cash loans,M,N,Y,1,468000.0,905000.0,37770.0,870800.0,Family,Working,Secondary / secondary special,Separated,House / apartment,-8629,-7383,-2902,-5655,0.7416,0.7121,0.518
100590,0,Cash loans,M,Y,Y,0,214000.0,175500.0,9580.0,154100.0,Unaccompanied,State servant,Higher education,Married,House / apartment,-19838,-2073,-4340,-2673,0.0791,0.2969,0.4275
100591,0,Cash loans,F,N,N,1,345000.0,1113000.0,61430.0,972400.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-21353,-2295,-11308,-4622,0.5555,0.4565,0.1945
100592,0,Cash loans,F,N,Y,0,178000.0,1492500.0,107770.0,1321600.0,Family,State servant,Secondary / secondary special,Married,House / apartment,-21835,-7674,-8875,-5232,0.8862,0.1017,0.0222
100593,0,Cash loans,F,N,Y,0,99000.0,1237000.0,81800.0,1119300.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,-16661,-8243,-5895,-6583,0.1114,0.1727,0.1519
100594,0,Cash loans,F,Y,N,0,108000.0,853500.0,49050.0,827100.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,-14357,-7652,-7550,-889,0.0987,0.0679,0.0503
100595,0,Cash loans,F,Y,N,1,37000.0,750500.0,49600.0,721000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18931,-3928,-5697,-761,0.6836,0.5366,0.4157
100596,0,Cash loans,F,N,Y,1,30000.0,1260000.0,53060.0,1245900.0,Unaccompanied,Working,Higher education,Married,House / apartment,-17859,-5185,-3910,-1023,0.3063,0.5977,0.2216
100597,0,Cash loans,M,N,Y,0,203000.0,1407000.0,66430.0,1208300.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-11594,-4837,-11964,-1680,0.6291,0.8712,0.4052
100598,0,Cash loans,F,N,Y,0,112000.0,1484500.0,96610.0,1264400.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,-16956,-339,-8262,-6162,0.5227,0.5197,0.3197
100599,0,Cash loans,F,Y,Y,0,146000.0,622000.0,40840.0,593900.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Separated,House / apartment,-20670,-9208,-5984,-6152,0.9369,0.255,0.5157
100600,0,Cash loans,F,N,Y,0,147000.0,1487000.0,105530.0,1326200.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,-15449,-3052,-7715,-5951,0.8457,0.0659,0.6904
100601,0,Cash loans,F,N,Y,0,74000.0,272000.0,15260.0,244800.0,Family,Commercial associate,Secondary / secondary special,Separated,House / apartment,-21778,-955,-9454,-3256,0.6474,0.8419,0.4606
100602,0,Cash loans,M,N,N,0,122000.0,414000.0,28530.0,385900.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,-8423,-3338,-7747,-1061,0.256,0.4601,0.0682
100603,0,Cash loans,M,N,N,0,120000.0,174500.0,11750.0,151000.0,"Spouse, partner",Working,Secondary / secondary special,Widow,House / apartment,-23948,-653,-2155,-6866,0.2562,0.7031,0.0265
100604,0,Cash loans,F,Y,Y,2,99000.0,440500.0,34590.0,416900.0,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,-22666,-8234,-7956,-903,0.8393,0.0238,0.2104
100605,0,Cash loans,M,N,Y,0,283000.0,1162500.0,56500.0,1044800.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,-14174,-9520,-9563,-133,0.5602,0.4689,0.4095
100606,0,Cash loans,M,N,Y,0,115000.0,1286000.0,79820.0,1215200.0,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,-11066,-8486,-1915,-6064,0.7519,0.3162,0.0522
100607,0,Cash loans,M,N,Y,0,164000.0,1178500.0,75510.0,1149200.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-15887,-7438,-7918,-1125,0.4329,0.0385,0.3181
100608,0,Cash loans,F,N,Y,1,364000.0,963000.0,76990.0,843300.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,-14356,-6094,-11997,-1964,0.1069,0.7391,0.8438
100609,0,Cash loans,M,Y,Y,1,327000.0,793000.0,38100.0,784800.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,-15599,-9717,-4351,-5268,0.3227,0.4921,0.0946
100610,0,Cash loans,F,N,N,1,357000.0,1076000.0,65560.0,1000300.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,-10863,-2793,-7468,-2039,0.1615,0.3232,0.9016
100611,0,Cash loans,F,Y,Y,0,72000.0,613500.0,33040.0,606400.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-18398,-2071,-7067,-4188,0.7449,0.7675,0.8153
100612,0,Cash loans,F,Y,N,1,30000.0,1269000.0,77450.0,1118200.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-15149,-5502,-5264,-2849,0.6685,0.4301,0.7919
100613,0,Cash loans,F,N,N,0,70000.0,1030500.0,50790.0,969400.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,-21071,-8791,-5795,-3211,0.0931,0.0133,0.8218
100614,0,Cash loans,F,N,Y,0,74000.0,1060500.0,44440.0,965700.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,-13335,-4214,-9739,-3366,0.5941,0.8978,0.0852
100615,0,Cash loans,F,N,Y,0,385000.0,825000.0,51890.0,797100.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-22404,-3873,-4455,-2911,0.8317,0.2503,0.1521
100616,1,Cash loans,F,Y,N,0,182000.0,1333000.0,71230.0,1254200.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-15259,-3747,-7691,-4869,0.6655,0.7907,0.1363
100617,0,Cash loans,M,N,N,2,38000.0,411500.0,19450.0,380300.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-10496,-8009,-11747,-2591,0.4904,0.7774,0.1146
100618,0,Cash loans,M,N,Y,1,47000.0,599500.0,31750.0,591700.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,-24869,-2966,-1213,-4283,0.3032,0.1626,0.318
100619,0,Cash loans,F,N,Y,0,50000.0,1176500.0,49380.0,1066600.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11431,-786,-6439,-2183,0.8439,0.4556,0.7904
100620,0,Cash loans,M,Y,Y,0,174000.0,762000.0,59450.0,672800.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-7712,-2167,-10332,-4261,0.4074,0.0478,0.2468
100621,0,Cash loans,M,N,N,0,224000.0,1339000.0,84690.0,1260300.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-15974,-6007,-9052,-3548,0.8141,0.3433,0.2396
100622,0,Cash loans,M,N,Y,0,320000.0,549000.0,39850.0,518000.0,Family,State servant,Higher education,Married,House / apartment,-18451,-547,-9181,-244,0.746,0.6971,0.6453
100623,0,Cash loans,F,N,Y,0,449000.0,582500.0,33160.0,533500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-11147,-9416,-2923,-5302,0.7773,0.2328,0.1011
100624,0,Revolving loans,M,N,N,2,59000.0,1338000.0,101870.0,1235000.0,Unaccompanied,Working,Higher education,Married,House / apartment,-16094,-393,-1432,-5128,0.9404,0.1201,0.3487
100625,0,Cash loans,M,Y,Y,2,81000.0,720500.0,42750.0,716100.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-8381,-4260,-340,-5555,0.7138,0.4867,0.2877
